2024-01-26 23:30:58,186: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-01-26 23:30:58,796: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-01-26 23:30:58,796: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-26 23:30:58,796: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-01-26 23:30:58,796: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-26 23:30:58,797: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:30:58[0m
2024-01-26 23:30:58,797: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:30:58,799: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:30:59,502: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:30:59[0m
2024-01-26 23:30:59,503: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:30:59,503: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-01-26 23:30:59,503: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-01-26 23:30:59,504: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:30:59[0m
2024-01-26 23:30:59,504: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:30:59,504: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:30:59,665: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:30:59[0m
2024-01-26 23:30:59,665: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:30:59,666: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-01-26 23:30:59,666: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-01-26 23:30:59,666: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-01-26 23:30:59,667: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-01-26 23:30:59,667: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-01-26 23:30:59,667: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-01-26 23:30:59,668: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-01-26 23:30:59,668: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-26 23:30:59,668: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-01-26 23:30:59,668: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-26 23:30:59,669: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:30:59[0m
2024-01-26 23:30:59,669: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:30:59,670: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:30:59,845: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:30:59[0m
2024-01-26 23:30:59,846: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:30:59,846: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-01-26 23:30:59,846: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-01-26 23:30:59,847: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:30:59[0m
2024-01-26 23:30:59,847: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:30:59,847: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,039: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,040: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:31:00,041: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-01-26 23:31:00,041: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-01-26 23:31:00,041: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,041: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,042: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,183: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,183: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:31:00,184: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
2024-01-26 23:31:00,184: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-01-26 23:31:00,184: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,184: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,185: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,348: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,349: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:31:00,349: root: INFO: Current backtesting datetime 2020-01-09 16:00:00-05:00
2024-01-26 23:31:00,349: root: INFO: Current backtesting datetime 2020-01-10 09:30:00-05:00
2024-01-26 23:31:00,350: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,350: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,350: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,503: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,504: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:31:00,504: root: INFO: Current backtesting datetime 2020-01-10 16:00:00-05:00
2024-01-26 23:31:00,504: root: INFO: Current backtesting datetime 2020-01-11 09:30:00-05:00
2024-01-26 23:31:00,504: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-01-26 23:31:00,505: root: INFO: Current backtesting datetime 2020-01-11 09:29:00-05:00
2024-01-26 23:31:00,506: root: INFO: Current backtesting datetime 2020-01-11 09:29:00-05:00
2024-01-26 23:31:00,506: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-01-26 23:31:00,506: root: INFO: Current backtesting datetime 2020-01-13 08:30:00-05:00
2024-01-26 23:31:00,506: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-26 23:31:00,507: root: INFO: Current backtesting datetime 2020-01-13 09:30:00-05:00
2024-01-26 23:31:00,507: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-26 23:31:00,507: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,507: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,508: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,672: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,673: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:31:00,673: root: INFO: Current backtesting datetime 2020-01-13 16:00:00-05:00
2024-01-26 23:31:00,673: root: INFO: Current backtesting datetime 2020-01-14 09:30:00-05:00
2024-01-26 23:31:00,674: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,674: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,674: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,844: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,845: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:31:00,846: root: INFO: Current backtesting datetime 2020-01-14 16:00:00-05:00
2024-01-26 23:31:00,846: root: INFO: Current backtesting datetime 2020-01-15 09:30:00-05:00
2024-01-26 23:31:00,846: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:31:00[0m
2024-01-26 23:31:00,846: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:00,847: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:01,035: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:31:01[0m
2024-01-26 23:31:01,036: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:31:01,037: root: INFO: Current backtesting datetime 2020-01-15 16:00:00-05:00
2024-01-26 23:31:01,037: root: INFO: Current backtesting datetime 2020-01-16 09:30:00-05:00
2024-01-26 23:31:01,037: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:31:01[0m
2024-01-26 23:31:01,037: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:01,038: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:01,200: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:31:01[0m
2024-01-26 23:31:01,200: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:31:01,201: root: INFO: Current backtesting datetime 2020-01-16 16:00:00-05:00
2024-01-26 23:31:01,201: root: INFO: Current backtesting datetime 2020-01-17 09:30:00-05:00
2024-01-26 23:31:01,201: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-26 23:31:01[0m
2024-01-26 23:31:01,201: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:01,202: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-26 23:31:01,327: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-26 23:31:01[0m
2024-01-26 23:31:01,328: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-26 23:31:01,328: root: INFO: Current backtesting datetime 2020-01-17 16:00:00-05:00
2024-01-26 23:31:01,328: root: INFO: Current backtesting datetime 2020-01-18 09:30:00-05:00
2024-01-26 23:31:01,329: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-01-26 23:31:01,329: root: INFO: Current backtesting datetime 2020-01-18 09:29:00-05:00
2024-01-26 23:31:01,330: root: INFO: Current backtesting datetime 2020-01-18 09:29:00-05:00
2024-01-26 23:31:01,330: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-01-26 23:31:01,330: root: INFO: Current backtesting datetime 2020-01-21 08:30:00-05:00
